PROJECTCOD,CertificateNo,Received,Reported,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD,Pb_pct,Pb_pct_GMD,Pb_pct_LDD,Pb_pct_UDD,Zn_pct,Zn_pct_GMD,Zn_pct_LDD,Zn_pct_UDD,SampleID_orig,Wtkg_KG[WGH10],Wtcru_dry_kg_KG[CRU24],Tot. Weight_G[CRU-QA/QC],Pass 2mm_%[CRU-QA/QC],Rmnd 2mm_%[CRU-QA/QC],WT. - Frac Entire_G[CRU-QA/QC],WT. + Frac Entire_G[CRU-QA/QC],Tot. Weight_G[PUL-QA/QC],Pass 75um_%[PUL-QA/QC],Rmnd 75um_%[PUL-QA/QC],WT. - Frac Entire_G[PUL-QA/QC],WT. + Frac Entire_G[PUL-QA/QC],Ag_ppm[ICP40B|LDL:2|UDL:10],Al_pct[ICP40B|LDL:0.01|UDL:15],As_ppm[ICP40B|LDL:3|UDL:10000],Ba_ppm[ICP40B|LDL:1|UDL:10000],Be_ppm[ICP40B|LDL:0.5|UDL:2500],Bi_ppm[ICP40B|LDL:5|UDL:10000],Ca_pct[ICP40B|LDL:0.01|UDL:15],Cd_ppm[ICP40B|LDL:1|UDL:10000],Co_ppm[ICP40B|LDL:1|UDL:10000],Cr_ppm[ICP40B|LDL:1|UDL:10000],Cu_ppm[ICP40B|LDL:0.5|UDL:10000],Fe_pct[ICP40B|LDL:0.01|UDL:15],K_pct[ICP40B|LDL:0.01|UDL:15],La_ppm[ICP40B|LDL:0.5|UDL:10000],Li_ppm[ICP40B|LDL:1|UDL:10000],Mg_pct[ICP40B|LDL:0.01|UDL:15],Mn_ppm[ICP40B|LDL:2|UDL:10000],Mo_ppm[ICP40B|LDL:1|UDL:10000],Na_pct[ICP40B|LDL:0.01|UDL:15],Ni_ppm[ICP40B|LDL:1|UDL:10000],P_pct[ICP40B|LDL:0.01|UDL:15],Pb_ppm[ICP40B|LDL:2|UDL:10000],S_pct[ICP40B|LDL:0.01|UDL:5],Sb_ppm[ICP40B|LDL:5|UDL:10000],Sc_ppm[ICP40B|LDL:0.5|UDL:10000],Sn_ppm[ICP40B|LDL:10|UDL:10000],Sr_ppm[ICP40B|LDL:0.5|UDL:5000],Ti_pct[ICP40B|LDL:0.01|UDL:15],V_ppm[ICP40B|LDL:2|UDL:10000],W_ppm[ICP40B|LDL:10|UDL:10000],Y_ppm[ICP40B|LDL:0.5|UDL:10000],Zn_ppm[ICP40B|LDL:1|UDL:10000],Zr_ppm[ICP40B|LDL:0.5|UDL:10000],Ag_ppm[AAS42S|LDL:5|UDL:500],Cu_pct[AAS42S|LDL:0.001|UDL:50],Pb_pct[AAS42S|LDL:0.002|UDL:2.5],Zn_pct[AAS42S|LDL:0.001|UDL:5]
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00316,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.52,0.52,0.52,,,,,,,,,,,<2,ICP40B,2,10,4.60,ICP40B,0.01,15,34,ICP40B,3,10000,146,ICP40B,1,10000,2.9,ICP40B,0.5,2500,11,ICP40B,5,10000,>15,ICP40B,0.01,15,<1,ICP40B,1,10000,19,ICP40B,1,10000,56,ICP40B,1,10000,116,ICP40B,0.5,10000,1.62,ICP40B,0.01,15,2.02,ICP40B,0.01,15,23.5,ICP40B,0.5,10000,48,ICP40B,1,10000,4.39,ICP40B,0.01,15,5059,ICP40B,2,10000,<1,ICP40B,1,10000,0.39,ICP40B,0.01,15,24,ICP40B,1,10000,0.04,ICP40B,0.01,15,5,ICP40B,2,10000,0.23,ICP40B,0.01,5,<5,ICP40B,5,10000,9.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,303,ICP40B,0.5,5000,0.17,ICP40B,0.01,15,49,ICP40B,2,10000,<10,ICP40B,10,10000,15.6,ICP40B,0.5,10000,24,ICP40B,1,10000,60.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00316,0.52,0.52,-,-,-,-,-,-,-,-,-,-,<2,4.60,34,146,2.9,11,>15,<1,19,56,116,1.62,2.02,23.5,48,4.39,5059,<1,0.39,24,0.04,5,0.23,<5,9.4,<10,303,0.17,49,<10,15.6,24,60.2,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00317,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.49,0.49,0.49,,,,,,,,,,,<2,ICP40B,2,10,5.94,ICP40B,0.01,15,31,ICP40B,3,10000,254,ICP40B,1,10000,3.2,ICP40B,0.5,2500,12,ICP40B,5,10000,7.49,ICP40B,0.01,15,<1,ICP40B,1,10000,20,ICP40B,1,10000,59,ICP40B,1,10000,479,ICP40B,0.5,10000,1.57,ICP40B,0.01,15,2.40,ICP40B,0.01,15,29.0,ICP40B,0.5,10000,56,ICP40B,1,10000,3.31,ICP40B,0.01,15,3237,ICP40B,2,10000,<1,ICP40B,1,10000,0.59,ICP40B,0.01,15,25,ICP40B,1,10000,0.05,ICP40B,0.01,15,5,ICP40B,2,10000,0.19,ICP40B,0.01,5,<5,ICP40B,5,10000,11.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,201,ICP40B,0.5,5000,0.21,ICP40B,0.01,15,65,ICP40B,2,10000,<10,ICP40B,10,10000,14.1,ICP40B,0.5,10000,26,ICP40B,1,10000,88.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00317,0.49,0.49,-,-,-,-,-,-,-,-,-,-,<2,5.94,31,254,3.2,12,7.49,<1,20,59,479,1.57,2.40,29.0,56,3.31,3237,<1,0.59,25,0.05,5,0.19,<5,11.5,<10,201,0.21,65,<10,14.1,26,88.2,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00318,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.47,0.47,0.47,,,,,,,,,,,2,ICP40B,2,10,3.20,ICP40B,0.01,15,189,ICP40B,3,10000,435,ICP40B,1,10000,1.2,ICP40B,0.5,2500,8,ICP40B,5,10000,5.97,ICP40B,0.01,15,<1,ICP40B,1,10000,68,ICP40B,1,10000,24,ICP40B,1,10000,2601,ICP40B,0.5,10000,1.13,ICP40B,0.01,15,1.22,ICP40B,0.01,15,10.0,ICP40B,0.5,10000,92,ICP40B,1,10000,2.04,ICP40B,0.01,15,2868,ICP40B,2,10000,20,ICP40B,1,10000,0.52,ICP40B,0.01,15,30,ICP40B,1,10000,0.03,ICP40B,0.01,15,18,ICP40B,2,10000,1.43,ICP40B,0.01,5,<5,ICP40B,5,10000,3.2,ICP40B,0.5,10000,<10,ICP40B,10,10000,227,ICP40B,0.5,5000,0.07,ICP40B,0.01,15,46,ICP40B,2,10000,<10,ICP40B,10,10000,7.6,ICP40B,0.5,10000,34,ICP40B,1,10000,33.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00318,0.47,0.47,-,-,-,-,-,-,-,-,-,-,2,3.20,189,435,1.2,8,5.97,<1,68,24,2601,1.13,1.22,10.0,92,2.04,2868,20,0.52,30,0.03,18,1.43,<5,3.2,<10,227,0.07,46,<10,7.6,34,33.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00319,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.51,0.51,0.51,,,,,,,,,,,<2,ICP40B,2,10,3.53,ICP40B,0.01,15,86,ICP40B,3,10000,573,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,2.56,ICP40B,0.01,15,<1,ICP40B,1,10000,33,ICP40B,1,10000,7,ICP40B,1,10000,1931,ICP40B,0.5,10000,0.59,ICP40B,0.01,15,1.42,ICP40B,0.01,15,5.5,ICP40B,0.5,10000,176,ICP40B,1,10000,0.61,ICP40B,0.01,15,1202,ICP40B,2,10000,7,ICP40B,1,10000,0.62,ICP40B,0.01,15,12,ICP40B,1,10000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,1.29,ICP40B,0.01,5,<5,ICP40B,5,10000,1.4,ICP40B,0.5,10000,<10,ICP40B,10,10000,342,ICP40B,0.5,5000,0.03,ICP40B,0.01,15,20,ICP40B,2,10000,<10,ICP40B,10,10000,4.9,ICP40B,0.5,10000,19,ICP40B,1,10000,19.9,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00319,0.51,0.51,-,-,-,-,-,-,-,-,-,-,<2,3.53,86,573,1.0,<5,2.56,<1,33,7,1931,0.59,1.42,5.5,176,0.61,1202,7,0.62,12,0.03,9,1.29,<5,1.4,<10,342,0.03,20,<10,4.9,19,19.9,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00320,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.51,0.51,0.51,,,,,,,,,,,<2,ICP40B,2,10,3.47,ICP40B,0.01,15,34,ICP40B,3,10000,316,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.87,ICP40B,0.01,15,<1,ICP40B,1,10000,14,ICP40B,1,10000,6,ICP40B,1,10000,933,ICP40B,0.5,10000,0.77,ICP40B,0.01,15,1.51,ICP40B,0.01,15,4.9,ICP40B,0.5,10000,162,ICP40B,1,10000,0.52,ICP40B,0.01,15,1210,ICP40B,2,10000,3,ICP40B,1,10000,0.75,ICP40B,0.01,15,8,ICP40B,1,10000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,0.69,ICP40B,0.01,5,<5,ICP40B,5,10000,1.3,ICP40B,0.5,10000,<10,ICP40B,10,10000,190,ICP40B,0.5,5000,0.04,ICP40B,0.01,15,8,ICP40B,2,10000,<10,ICP40B,10,10000,4.9,ICP40B,0.5,10000,13,ICP40B,1,10000,21.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00320,0.51,0.51,-,-,-,-,-,-,-,-,-,-,<2,3.47,34,316,0.9,<5,1.87,<1,14,6,933,0.77,1.51,4.9,162,0.52,1210,3,0.75,8,0.03,8,0.69,<5,1.3,<10,190,0.04,8,<10,4.9,13,21.3,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00321,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.52,0.52,0.52,,,,,,,,,,,2,ICP40B,2,10,3.10,ICP40B,0.01,15,32,ICP40B,3,10000,210,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.80,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,8,ICP40B,1,10000,2784,ICP40B,0.5,10000,0.69,ICP40B,0.01,15,1.45,ICP40B,0.01,15,5.8,ICP40B,0.5,10000,191,ICP40B,1,10000,0.53,ICP40B,0.01,15,1293,ICP40B,2,10000,3,ICP40B,1,10000,0.72,ICP40B,0.01,15,7,ICP40B,1,10000,0.02,ICP40B,0.01,15,8,ICP40B,2,10000,0.63,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,120,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,9,ICP40B,2,10000,<10,ICP40B,10,10000,4.5,ICP40B,0.5,10000,13,ICP40B,1,10000,24.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00321,0.52,0.52,-,-,-,-,-,-,-,-,-,-,2,3.10,32,210,0.9,<5,1.80,<1,8,8,2784,0.69,1.45,5.8,191,0.53,1293,3,0.72,7,0.02,8,0.63,<5,1.5,<10,120,0.05,9,<10,4.5,13,24.0,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00322,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.47,0.47,0.47,,,,,,,,,,,<2,ICP40B,2,10,3.10,ICP40B,0.01,15,33,ICP40B,3,10000,211,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.93,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,12,ICP40B,1,10000,1687,ICP40B,0.5,10000,0.90,ICP40B,0.01,15,1.46,ICP40B,0.01,15,6.3,ICP40B,0.5,10000,135,ICP40B,1,10000,0.56,ICP40B,0.01,15,1427,ICP40B,2,10000,<1,ICP40B,1,10000,0.73,ICP40B,0.01,15,6,ICP40B,1,10000,0.02,ICP40B,0.01,15,9,ICP40B,2,10000,0.68,ICP40B,0.01,5,<5,ICP40B,5,10000,1.6,ICP40B,0.5,10000,<10,ICP40B,10,10000,117,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,4.6,ICP40B,0.5,10000,30,ICP40B,1,10000,29.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00322,0.47,0.47,-,-,-,-,-,-,-,-,-,-,<2,3.10,33,211,0.9,<5,1.93,<1,8,12,1687,0.90,1.46,6.3,135,0.56,1427,<1,0.73,6,0.02,9,0.68,<5,1.6,<10,117,0.06,10,<10,4.6,30,29.7,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00323,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.04,1.04,1.04,,,,,,,,,,,<2,ICP40B,2,10,3.33,ICP40B,0.01,15,21,ICP40B,3,10000,239,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.58,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,12,ICP40B,1,10000,1430,ICP40B,0.5,10000,0.93,ICP40B,0.01,15,1.67,ICP40B,0.01,15,6.6,ICP40B,0.5,10000,132,ICP40B,1,10000,0.51,ICP40B,0.01,15,963,ICP40B,2,10000,<1,ICP40B,1,10000,0.84,ICP40B,0.01,15,7,ICP40B,1,10000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,0.58,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,96.8,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,4.8,ICP40B,0.5,10000,16,ICP40B,1,10000,26.7,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00323,1.04,1.04,-,-,-,-,-,-,-,-,-,-,<2,3.33,21,239,1.0,<5,1.58,<1,8,12,1430,0.93,1.67,6.6,132,0.51,963,<1,0.84,7,0.03,8,0.58,<5,1.8,<10,96.8,0.06,11,<10,4.8,16,26.7,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00324,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,0.00,0.00,0.00,,,,,,,,,,,<2,ICP40B,2,10,3.36,ICP40B,0.01,15,23,ICP40B,3,10000,230,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.08,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,12,ICP40B,1,10000,1447,ICP40B,0.5,10000,0.96,ICP40B,0.01,15,1.66,ICP40B,0.01,15,6.2,ICP40B,0.5,10000,131,ICP40B,1,10000,0.44,ICP40B,0.01,15,957,ICP40B,2,10000,<1,ICP40B,1,10000,0.82,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,0.25,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,93.8,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,4.6,ICP40B,0.5,10000,18,ICP40B,1,10000,27.5,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00324,0.00,0.00,-,-,-,-,-,-,-,-,-,-,<2,3.36,23,230,1.0,<5,1.08,<1,8,12,1447,0.96,1.66,6.2,131,0.44,957,<1,0.82,6,0.03,8,0.25,<5,1.8,<10,93.8,0.06,12,<10,4.6,18,27.5,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00325,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.01,1.01,1.01,,,,,,,,,,,<2,ICP40B,2,10,3.24,ICP40B,0.01,15,24,ICP40B,3,10000,225,ICP40B,1,10000,1.0,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.01,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,12,ICP40B,1,10000,1364,ICP40B,0.5,10000,0.71,ICP40B,0.01,15,1.73,ICP40B,0.01,15,6.1,ICP40B,0.5,10000,138,ICP40B,1,10000,0.43,ICP40B,0.01,15,874,ICP40B,2,10000,<1,ICP40B,1,10000,0.87,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,9,ICP40B,2,10000,0.22,ICP40B,0.01,5,<5,ICP40B,5,10000,1.9,ICP40B,0.5,10000,<10,ICP40B,10,10000,99.2,ICP40B,0.5,5000,0.06,ICP40B,0.01,15,12,ICP40B,2,10000,<10,ICP40B,10,10000,4.4,ICP40B,0.5,10000,15,ICP40B,1,10000,28.2,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00325,1.01,1.01,-,-,-,-,-,-,-,-,-,-,<2,3.24,24,225,1.0,<5,1.01,<1,8,12,1364,0.71,1.73,6.1,138,0.43,874,<1,0.87,6,0.03,9,0.22,<5,1.9,<10,99.2,0.06,12,<10,4.4,15,28.2,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00326,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.01,1.01,1.01,,,,,,,,,,,<2,ICP40B,2,10,2.64,ICP40B,0.01,15,27,ICP40B,3,10000,235,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.01,ICP40B,0.01,15,<1,ICP40B,1,10000,8,ICP40B,1,10000,12,ICP40B,1,10000,1303,ICP40B,0.5,10000,0.73,ICP40B,0.01,15,1.62,ICP40B,0.01,15,5.4,ICP40B,0.5,10000,104,ICP40B,1,10000,0.22,ICP40B,0.01,15,419,ICP40B,2,10000,<1,ICP40B,1,10000,0.76,ICP40B,0.01,15,6,ICP40B,1,10000,0.03,ICP40B,0.01,15,8,ICP40B,2,10000,0.54,ICP40B,0.01,5,<5,ICP40B,5,10000,1.5,ICP40B,0.5,10000,<10,ICP40B,10,10000,85.7,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,10,ICP40B,2,10000,<10,ICP40B,10,10000,3.7,ICP40B,0.5,10000,26,ICP40B,1,10000,26.0,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00326,1.01,1.01,-,-,-,-,-,-,-,-,-,-,<2,2.64,27,235,0.9,<5,1.01,<1,8,12,1303,0.73,1.62,5.4,104,0.22,419,<1,0.76,6,0.03,8,0.54,<5,1.5,<10,85.7,0.05,10,<10,3.7,26,26.0,-,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00327,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,-,,,,,,,,,,,,,>10,ICP40B,2,10,1.08,ICP40B,0.01,15,443,ICP40B,3,10000,5277,ICP40B,1,10000,<0.5,ICP40B,0.5,2500,22,ICP40B,5,10000,10.8,ICP40B,0.01,15,4,ICP40B,1,10000,62,ICP40B,1,10000,1282,ICP40B,1,10000,3259,ICP40B,0.5,10000,5.01,ICP40B,0.01,15,0.43,ICP40B,0.01,15,4.3,ICP40B,0.5,10000,21,ICP40B,1,10000,6.29,ICP40B,0.01,15,1244,ICP40B,2,10000,<1,ICP40B,1,10000,0.04,ICP40B,0.01,15,871,ICP40B,1,10000,0.01,ICP40B,0.01,15,17,ICP40B,2,10000,0.18,ICP40B,0.01,5,826,ICP40B,5,10000,11.0,ICP40B,0.5,10000,<10,ICP40B,10,10000,609,ICP40B,0.5,5000,0.15,ICP40B,0.01,15,67,ICP40B,2,10000,<10,ICP40B,10,10000,<0.5,ICP40B,0.5,10000,343,ICP40B,1,10000,12.7,ICP40B,0.5,10000,19,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00327,-,-,-,-,-,-,-,-,-,-,-,-,>10,1.08,443,5277,<0.5,22,10.8,4,62,1282,3259,5.01,0.43,4.3,21,6.29,1244,<1,0.04,871,0.01,17,0.18,826,11.0,<10,609,0.15,67,<10,<0.5,343,12.7,19,-,-,-
Tannenberg,TR2503144,22-Dec-25,06-Feb-26,,PAL00328,Core,Drill Core,Drillhole,TR2503144     143             392,22-Dec-25,06-Feb-26,TR2503144,TR2503144     143             392,,1.06,1.06,1.06,,,,,,,,,,,<2,ICP40B,2,10,2.85,ICP40B,0.01,15,46,ICP40B,3,10000,221,ICP40B,1,10000,0.9,ICP40B,0.5,2500,<5,ICP40B,5,10000,1.26,ICP40B,0.01,15,<1,ICP40B,1,10000,12,ICP40B,1,10000,12,ICP40B,1,10000,1398,ICP40B,0.5,10000,0.64,ICP40B,0.01,15,1.53,ICP40B,0.01,15,7.8,ICP40B,0.5,10000,132,ICP40B,1,10000,0.41,ICP40B,0.01,15,857,ICP40B,2,10000,<1,ICP40B,1,10000,0.76,ICP40B,0.01,15,9,ICP40B,1,10000,0.03,ICP40B,0.01,15,10,ICP40B,2,10000,0.63,ICP40B,0.01,5,<5,ICP40B,5,10000,1.8,ICP40B,0.5,10000,<10,ICP40B,10,10000,88.3,ICP40B,0.5,5000,0.05,ICP40B,0.01,15,11,ICP40B,2,10000,<10,ICP40B,10,10000,4.3,ICP40B,0.5,10000,24,ICP40B,1,10000,29.3,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50,,AAS42S,0.002,2.5,,AAS42S,0.001,5,PAL00328,1.06,1.06,-,-,-,-,-,-,-,-,-,-,<2,2.85,46,221,0.9,<5,1.26,<1,12,12,1398,0.64,1.53,7.8,132,0.41,857,<1,0.76,9,0.03,10,0.63,<5,1.8,<10,88.3,0.05,11,<10,4.3,24,29.3,-,-,-,-
