fid,HoleID,From,To,SampleID,Length_mm,Cu_pc,mid_x,mid_y,mid_z,PROJECTCOD,PNTPROSPC,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,SF_Observe,WGS84_CALX,WGS84_CALY,WGS84_CALZ,CoordSurv,SurvInstr,SampleDate,SAMPLEDBY,Lith1,Lith2,LT_Color1,LT_Color2,Lith_Desc,Alt_Assbl1,Alt1,Alt2,Alt3,Alt_Desc,MN_Miner_1,MN_Miner_2,MN_Miner_3,Min_Desc,Lab_L_D,Dsptch_L_D,SmpDspDate,Labjobno,SmpRetDate,AnalysisLD,GenerMeth,SampWt_g_D,RecvdWt_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD
499,Ro21,199,199.18,Ro21-007,,0.94,4348104.98,5647941.15,30.37257812,Tannenberg Copper Project,,Ro21,Ro21-007,Core,Drill Core,Drillhole,,9.8370514,50.9466976,30.37257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,9400,,,,,,,,,,,,37000,,,,1000,,,
500,Ro21,199.18,199.4,Ro21-008,,0.49,4348104.98,5647941.15,30.17257812,Tannenberg Copper Project,,Ro21,Ro21-008,Core,Drill Core,Drillhole,,9.8370514,50.9466976,30.17257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,4900,,,,,,,,,,,,640,,,,510,,,
501,Ro21,199.4,200,Ro21-009,,0.22,4348104.98,5647941.15,29.76257812,Tannenberg Copper Project,,Ro21,Ro21-009,Core,Drill Core,Drillhole,,9.8370514,50.9466976,29.76257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,2200,,,,,,,,,,,,140,,,,220,,,
502,Ro21,200,200.5,Ro21-010,,0.1,4348104.98,5647941.15,29.21257812,Tannenberg Copper Project,,Ro21,Ro21-010,Core,Drill Core,Drillhole,,9.8370514,50.9466976,29.21257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1000,,,,,,,,,,,,60,,,,40,,,
503,Ro21,200.5,201,Ro21-011,,0.27,4348104.98,5647941.15,28.71257812,Tannenberg Copper Project,,Ro21,Ro21-011,Core,Drill Core,Drillhole,,9.8370514,50.9466976,28.71257812,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,2700,,,,,,,,,,,,40,,,,130,,,
504,Ro22,436.26,436.76,Ro22-001,,0.67,4349147.41,5646497.25,-159.7712464,Tannenberg Copper Project,,Ro22,Ro22-001,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-159.7712464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,6700,,,,,,,,,,,,50,,,,40,,,
505,Ro22,436.76,437.26,Ro22-002,,0.7,4349147.41,5646497.25,-160.2712464,Tannenberg Copper Project,,Ro22,Ro22-002,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-160.2712464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,7000,,,,,,,,,,,,50,,,,30,,,
506,Ro22,437.26,437.76,Ro22-003,,0.59,4349147.41,5646497.25,-160.7712464,Tannenberg Copper Project,,Ro22,Ro22-003,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-160.7712464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,5900,,,,,,,,,,,,50,,,,50,,,
507,Ro22,437.76,438.26,Ro22-004,,1,4349147.41,5646497.25,-161.2712464,Tannenberg Copper Project,,Ro22,Ro22-004,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-161.2712464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,10000,,,,,,,,,,,,40,,,,50,,,
508,Ro22,438.26,438.76,Ro22-005,,0.37,4349147.41,5646497.25,-161.7712464,Tannenberg Copper Project,,Ro22,Ro22-005,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-161.7712464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,3700,,,,,,,,,,,,40,,,,40,,,
509,Ro22,438.76,438.9,Ro22-006,,10.5,4349147.41,5646497.25,-162.0912464,Tannenberg Copper Project,,Ro22,Ro22-006,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-162.0912464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,105000,,,,,,,,,,,,50,,,,80,,,
510,Ro22,438.9,438.95,Ro22-007,,4.1,4349147.41,5646497.25,-162.1862464,Tannenberg Copper Project,,Ro22,Ro22-007,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-162.1862464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,41000,,,,,,,,,,,,40,,,,30,,,
511,Ro22,438.95,439.1,Ro22-008,,1.5,4349147.41,5646497.25,-162.2862464,Tannenberg Copper Project,,Ro22,Ro22-008,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-162.2862464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,15000,,,,,,,,,,,,20,,,,20,,,
512,Ro22,439.1,439.4,Ro22-009,,0.54,4349147.41,5646497.25,-162.5112464,Tannenberg Copper Project,,Ro22,Ro22-009,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-162.5112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,5400,,,,,,,,,,,,30,,,,40,,,
513,Ro22,439.4,439.9,Ro22-010,,0.009,4349147.41,5646497.25,-162.9112464,Tannenberg Copper Project,,Ro22,Ro22-010,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-162.9112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,90,,,,,,,,,,,,20,,,,20,,,
514,Ro22,439.9,440.4,Ro22-011,,0.15,4349147.41,5646497.25,-163.4112464,Tannenberg Copper Project,,Ro22,Ro22-011,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-163.4112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,1500,,,,,,,,,,,,10,,,,10,,,
515,Ro22,440.4,440.9,Ro22-012,,0.006,4349147.41,5646497.25,-163.9112464,Tannenberg Copper Project,,Ro22,Ro22-012,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-163.9112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,60,,,,,,,,,,,,20,,,,20,,,
516,Ro22,440.9,441.4,Ro22-013,,0.004,4349147.41,5646497.25,-164.4112464,Tannenberg Copper Project,,Ro22,Ro22-013,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-164.4112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,20,,,,10,,,
517,Ro22,441.4,441.9,Ro22-014,,0.012,4349147.41,5646497.25,-164.9112464,Tannenberg Copper Project,,Ro22,Ro22-014,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-164.9112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,120,,,,,,,,,,,,10,,,,20,,,
518,Ro22,441.9,442.4,Ro22-015,,0.009,4349147.41,5646497.25,-165.4112464,Tannenberg Copper Project,,Ro22,Ro22-015,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-165.4112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,90,,,,,,,,,,,,20,,,,20,,,
519,Ro22,442.4,442.9,Ro22-016,,0.004,4349147.41,5646497.25,-165.9112464,Tannenberg Copper Project,,Ro22,Ro22-016,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-165.9112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,20,,,,30,,,
520,Ro22,442.9,443.4,Ro22-017,,0.003,4349147.41,5646497.25,-166.4112464,Tannenberg Copper Project,,Ro22,Ro22-017,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-166.4112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,30,,,,,,,,,,,,20,,,,30,,,
521,Ro22,443.4,443.9,Ro22-018,,0.004,4349147.41,5646497.25,-166.9112464,Tannenberg Copper Project,,Ro22,Ro22-018,Core,Drill Core,Drillhole,,9.8524716,50.9340012,-166.9112464,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,40,,,,,,,,,,,,20,,,,20,,,
522,Ro23,364,364.55,Ro23-001,,0.14,4347683.87,5647432.72,-69.11345703,Tannenberg Copper Project,,Ro23,Ro23-001,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-69.11345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1400,,,,,,,,,,,,1100,,,,50,,,
523,Ro23,364.55,365,Ro23-002,,0.17,4347683.87,5647432.72,-69.61345703,Tannenberg Copper Project,,Ro23,Ro23-002,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-69.61345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1700,,,,,,,,,,,,70,,,,100,,,
524,Ro23,365,365.48,Ro23-003,,0.12,4347683.87,5647432.72,-70.07845703,Tannenberg Copper Project,,Ro23,Ro23-003,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-70.07845703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1200,,,,,,,,,,,,50,,,,60,,,
525,Ro23,365.48,366,Ro23-004,,2,4347683.87,5647432.72,-70.57845703,Tannenberg Copper Project,,Ro23,Ro23-004,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-70.57845703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,20000,,,,,,,,,,,,30,,,,50,,,
526,Ro23,366,366.45,Ro23-005,,0.88,4347683.87,5647432.72,-71.06345703,Tannenberg Copper Project,,Ro23,Ro23-005,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-71.06345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,8800,,,,,,,,,,,,50,,,,30,,,
527,Ro23,366.45,367,Ro23-006,,3.2,4347683.87,5647432.72,-71.56345703,Tannenberg Copper Project,,Ro23,Ro23-006,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-71.56345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,32000,,,,,,,,,,,,60,,,,30,,,
528,Ro23,367,367.49,Ro23-007,,5,4347683.87,5647432.72,-72.08345703,Tannenberg Copper Project,,Ro23,Ro23-007,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-72.08345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,50000,,,,,,,,,,,,50,,,,40,,,
529,Ro23,367.49,367.58,Ro23-008,,0.97,4347683.87,5647432.72,-72.37345703,Tannenberg Copper Project,,Ro23,Ro23-008,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-72.37345703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,9700,,,,,,,,,,,,60,,,,20,,,
530,Ro23,367.58,368,Ro23-009,,0.079,4347683.87,5647432.72,-72.62845703,Tannenberg Copper Project,,Ro23,Ro23-009,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-72.62845703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,790,,,,,,,,,,,,20,,,,10,,,
531,Ro23,368,368.5,Ro23-010,,0.031,4347683.87,5647432.72,-73.08845703,Tannenberg Copper Project,,Ro23,Ro23-010,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-73.08845703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,310,,,,,,,,,,,,10,,,,10,,,
532,Ro23,368.5,369,Ro23-011,,0.022,4347683.87,5647432.72,-73.58845703,Tannenberg Copper Project,,Ro23,Ro23-011,Core,Drill Core,Drillhole,,9.8312762,50.9420195,-73.58845703,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,220,,,,,,,,,,,,20,,,,10,,,
533,Kuechen,505,505.5,19142,500,0.001,4348217.87,5675025.55,-100.5397482,Tannenberg Copper Project,,Kuechen,19142,Core,Drill Core,Drillhole,,9.8272934,51.19001,-100.5397482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,,,,,,,,,,87,,,,68,,,
534,Kuechen,505.5,506,19143,500,0.001,4348217.87,5675025.55,-101.0397482,Tannenberg Copper Project,,Kuechen,19143,Core,Drill Core,Drillhole,,9.8272934,51.19001,-101.0397482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,,,,,,,,,,128,,,,651,,,
535,Kuechen,506,506.5,19144,500,0.001,4348217.87,5675025.55,-101.5397482,Tannenberg Copper Project,,Kuechen,19144,Core,Drill Core,Drillhole,,9.8272934,51.19001,-101.5397482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,,,,,,,,,,128,,,,274,,,
536,Kuechen,506.5,506.98,19145,480,0.001,4348217.87,5675025.55,-102.0297482,Tannenberg Copper Project,,Kuechen,19145,Core,Drill Core,Drillhole,,9.8272934,51.19001,-102.0297482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,,,,,,,,,117,,,,324,,,
537,Kuechen,506.98,507.165,19146,185,0.001,4348217.87,5675025.55,-102.3622482,Tannenberg Copper Project,,Kuechen,19146,Core,Drill Core,Drillhole,,9.8272934,51.19001,-102.3622482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,148,,,,646,,,
538,Kuechen,507.165,507.58,19147,415,0.001,4348217.87,5675025.55,-102.6622482,Tannenberg Copper Project,,Kuechen,19147,Core,Drill Core,Drillhole,,9.8272934,51.19001,-102.6622482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,11,,,,,,,,,,,,77,,,,551,,,
539,Kuechen,507.58,507.82,19148,240,0.001,4348217.87,5675025.55,-102.9897482,Tannenberg Copper Project,,Kuechen,19148,Core,Drill Core,Drillhole,,9.8272934,51.19001,-102.9897482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,,,,,,,,,138,,,,339,,,
540,Kuechen,507.82,508.61,19149,790,0.002,4348217.87,5675025.55,-103.5047482,Tannenberg Copper Project,,Kuechen,19149,Core,Drill Core,Drillhole,,9.8272934,51.19001,-103.5047482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17,,,,,,,,,,,,77,,,,1119,,,
541,Kuechen,508.61,509,19150,390,0.001,4348217.87,5675025.55,-104.0947482,Tannenberg Copper Project,,Kuechen,19150,Core,Drill Core,Drillhole,,9.8272934,51.19001,-104.0947482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,117,,,,329,,,
542,Kuechen,509,509.63,19251,630,0.001,4348217.87,5675025.55,-104.6047482,Tannenberg Copper Project,,Kuechen,19251,Core,Drill Core,Drillhole,,9.8272934,51.19001,-104.6047482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,9,,,,,,,,,,,,87,,,,457,,,
543,Kuechen,509.63,509.7,19252,70,0.001,4348217.87,5675025.55,-104.9547482,Tannenberg Copper Project,,Kuechen,19252,Core,Drill Core,Drillhole,,9.8272934,51.19001,-104.9547482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,87,,,,685,,,
544,Kuechen,509.7,510.355,19253,655,0.001,4348217.87,5675025.55,-105.3172482,Tannenberg Copper Project,,Kuechen,19253,Core,Drill Core,Drillhole,,9.8272934,51.19001,-105.3172482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,87,,,,495,,,
545,Kuechen,510.355,510.478,19254,123,0.001,4348217.87,5675025.55,-105.7062482,Tannenberg Copper Project,,Kuechen,19254,Core,Drill Core,Drillhole,,9.8272934,51.19001,-105.7062482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,87,,,,440,,,
546,Kuechen,510.478,511,19255,522,0.001,4348217.87,5675025.55,-106.0287482,Tannenberg Copper Project,,Kuechen,19255,Core,Drill Core,Drillhole,,9.8272934,51.19001,-106.0287482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,107,,,,339,,,
547,Kuechen,511,511.425,19256,425,0.001,4348217.87,5675025.55,-106.5022482,Tannenberg Copper Project,,Kuechen,19256,Core,Drill Core,Drillhole,,9.8272934,51.19001,-106.5022482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,13,,,,,,,,,,,,138,,,,294,,,
548,Kuechen,511.425,511.699,19257,274,0.001,4348217.87,5675025.55,-106.8517482,Tannenberg Copper Project,,Kuechen,19257,Core,Drill Core,Drillhole,,9.8272934,51.19001,-106.8517482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,198,,,,194,,,
549,Kuechen,511.699,511.705,19258,6,0.003,4348217.87,5675025.55,-106.9917482,Tannenberg Copper Project,,Kuechen,19258,Core,Drill Core,Drillhole,,9.8272934,51.19001,-106.9917482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,32,,,,,,,,,,,,479,,,,1531,,,
550,Kuechen,511.705,512,19259,295,0.001,4348217.87,5675025.55,-107.1422482,Tannenberg Copper Project,,Kuechen,19259,Core,Drill Core,Drillhole,,9.8272934,51.19001,-107.1422482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,,,,,,,,,,218,,,,234,,,
551,Kuechen,512,512.063,19260,63,0.001,4348217.87,5675025.55,-107.3212482,Tannenberg Copper Project,,Kuechen,19260,Core,Drill Core,Drillhole,,9.8272934,51.19001,-107.3212482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,268,,,,435,,,
552,Kuechen,512.063,512.3,19261,237,0.001,4348217.87,5675025.55,-107.4712482,Tannenberg Copper Project,,Kuechen,19261,Core,Drill Core,Drillhole,,9.8272934,51.19001,-107.4712482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,9,,,,,,,,,,,,168,,,,86,,,
553,Kuechen,512.3,512.62,19262,320,0.001,4348217.87,5675025.55,-107.7497482,Tannenberg Copper Project,,Kuechen,19262,Core,Drill Core,Drillhole,,9.8272934,51.19001,-107.7497482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,138,,,,284,,,
554,Kuechen,512.62,513,19263,380,0.001,4348217.87,5675025.55,-108.0997482,Tannenberg Copper Project,,Kuechen,19263,Core,Drill Core,Drillhole,,9.8272934,51.19001,-108.0997482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,,,138,,,,184,,,
555,Kuechen,513,513.405,19264,405,0.001,4348217.87,5675025.55,-108.4922482,Tannenberg Copper Project,,Kuechen,19264,Core,Drill Core,Drillhole,,9.8272934,51.19001,-108.4922482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,,,,,,,,,97,,,,141,,,
556,Kuechen,513.405,513.44,19265,35,0.002,4348217.87,5675025.55,-108.7122482,Tannenberg Copper Project,,Kuechen,19265,Core,Drill Core,Drillhole,,9.8272934,51.19001,-108.7122482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,15,,,,,,,,,,,,218,,,,299,,,
557,Kuechen,513.44,513.765,19266,325,0.001,4348217.87,5675025.55,-108.8922482,Tannenberg Copper Project,,Kuechen,19266,Core,Drill Core,Drillhole,,9.8272934,51.19001,-108.8922482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,,,,,,,,,107,,,,74,,,
558,Kuechen,513.765,513.85,19267,85,0.001,4348217.87,5675025.55,-109.0972482,Tannenberg Copper Project,,Kuechen,19267,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.0972482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,107,,,,101,,,
559,Kuechen,513.85,514.053,19268,203,0.001,4348217.87,5675025.55,-109.2412482,Tannenberg Copper Project,,Kuechen,19268,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.2412482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,9,,,,,,,,,,,,97,,,,91,,,
560,Kuechen,514.053,514.264,19269,211,0.001,4348217.87,5675025.55,-109.4482482,Tannenberg Copper Project,,Kuechen,19269,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.4482482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,11,,,,,,,,,,,,138,,,,61,,,
561,Kuechen,514.264,514.405,19270,141,0.001,4348217.87,5675025.55,-109.6242482,Tannenberg Copper Project,,Kuechen,19270,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.6242482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,13,,,,,,,,,,,,158,,,,44,,,
562,Kuechen,514.405,514.423,19271,18,0.002,4348217.87,5675025.55,-109.7037482,Tannenberg Copper Project,,Kuechen,19271,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.7037482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,17,,,,,,,,,,,,97,,,,80,,,
563,Kuechen,514.423,514.553,19272,130,0.001,4348217.87,5675025.55,-109.7777482,Tannenberg Copper Project,,Kuechen,19272,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.7777482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,67,,,,287,,,
564,Kuechen,514.553,514.652,19273,99,0.001,4348217.87,5675025.55,-109.8922482,Tannenberg Copper Project,,Kuechen,19273,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.8922482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,13,,,,,,,,,,,,67,,,,47,,,
565,Kuechen,514.652,514.758,19274,106,0.002,4348217.87,5675025.55,-109.9947482,Tannenberg Copper Project,,Kuechen,19274,Core,Drill Core,Drillhole,,9.8272934,51.19001,-109.9947482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17,,,,,,,,,,,,158,,,,37,,,
566,Kuechen,514.758,514.805,19275,47,0.002,4348217.87,5675025.55,-110.0712482,Tannenberg Copper Project,,Kuechen,19275,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.0712482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,17,,,,,,,,,,,,117,,,,35,,,
567,Kuechen,514.805,514.85,19276,45,0.002,4348217.87,5675025.55,-110.1172482,Tannenberg Copper Project,,Kuechen,19276,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.1172482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,15,,,,,,,,,,,,97,,,,30,,,
568,Kuechen,514.85,514.915,19277,65,0.002,4348217.87,5675025.55,-110.1722482,Tannenberg Copper Project,,Kuechen,19277,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.1722482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,17,,,,,,,,,,,,107,,,,65,,,
569,Kuechen,514.915,515.04,19278,125,0.002,4348217.87,5675025.55,-110.2672482,Tannenberg Copper Project,,Kuechen,19278,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.2672482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,15,,,,,,,,,,,,87,,,,31,,,
570,Kuechen,515.04,515.147,19279,107,0.002,4348217.87,5675025.55,-110.3832482,Tannenberg Copper Project,,Kuechen,19279,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.3832482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,19,,,,,,,,,,,,97,,,,44,,,
571,Kuechen,515.147,515.215,19280,68,0.005,4348217.87,5675025.55,-110.4707482,Tannenberg Copper Project,,Kuechen,19280,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.4707482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,45,,,,,,,,,,,,97,,,,91,,,
572,Kuechen,515.215,515.25,19281,35,0.004,4348217.87,5675025.55,-110.5222482,Tannenberg Copper Project,,Kuechen,19281,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.5222482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,41,,,,,,,,,,,,318,,,,350,,,
573,Kuechen,515.25,515.264,19282,14,0.009,4348217.87,5675025.55,-110.5467482,Tannenberg Copper Project,,Kuechen,19282,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.5467482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,88,,,,,,,,,,,,5795,,,,50,,,
574,Kuechen,515.264,515.31,19283,46,0.014,4348217.87,5675025.55,-110.5767482,Tannenberg Copper Project,,Kuechen,19283,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.5767482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,139,,,,,,,,,,,,2882,,,,111,,,
575,Kuechen,515.31,515.32,19284,10,0.003,4348217.87,5675025.55,-110.6047482,Tannenberg Copper Project,,Kuechen,19284,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.6047482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,30,,,,,,,,,,,,5192,,,,1154,,,
576,Kuechen,515.32,515.418,19285,98,0.002,4348217.87,5675025.55,-110.6587482,Tannenberg Copper Project,,Kuechen,19285,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.6587482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,19,,,,,,,,,,,,740,,,,2270,,,
577,Kuechen,515.418,515.435,19286,17,0.005,4348217.87,5675025.55,-110.7162482,Tannenberg Copper Project,,Kuechen,19286,Core,Drill Core,Drillhole,,9.8272934,51.19001,-110.7162482,Downhole Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,47,,,,,,,,,,,,2581,,,,14206,,,
